Price,Open,High,Low,Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.414464784362005,6.446622696457914,6.382907969735801,6.431896209716797,493729600
2010-01-05,6.449629555919628,6.479383082615439,6.409055871873718,6.443017482757568,601904800
2010-01-06,6.443017021938052,6.468563265152154,6.333920230167296,6.340532302856445,552160000
2010-01-07,6.363974975875091,6.37148869563389,6.282828407547034,6.328811168670654,477131200
2010-01-08,6.320393920585509,6.371486393954864,6.283127489111216,6.370884895324707,447610800
2010-01-11,6.395530545893654,6.401541520525446,6.264795057785504,6.314685344696045,462229600
2010-01-12,6.287035012483797,6.304467241714201,6.203785414119402,6.242855548858643,594459600
2010-01-13,6.247363808204108,6.33932890788168,6.134059348087885,6.330913543701172,605892000
2010-01-14,6.314684939695618,6.325203743359952,6.281925531320086,6.294247627258301,432894000
2010-01-15,6.339331009977166,6.359467780943507,6.187256918259282,6.189060211181641,594067600
2010-01-19,6.261189536901425,6.467361186604379,6.228430923391844,6.462852954864502,730007600
2010-01-20,6.458945455016173,6.4781801747506105,6.296352585470449,6.363373756408691,612152800
2010-01-21,6.3738926264781695,6.410858921226421,6.227528184995024,6.2533745765686035,608154400
2010-01-22,6.2146038691929455,6.2362425727079485,5.92548284602539,5.943214416503906,881767600
2010-01-25,6.086272833957545,6.152090996706975,6.0165471366169285,6.103103160858154,1065699600
2010-01-26,6.189660690544523,6.422881335405289,6.088378155789723,6.18936014175415,1867110000
2010-01-27,6.2167088066475396,6.328810688068745,5.996711924017105,6.247664928436279,1722568400
2010-01-28,6.159005385078344,6.176135862114551,5.971767517537085,5.989499092102051,1173502400
2010-01-29,6.043295214434389,6.076955866248523,5.717808195642427,5.7722063064575195,1245952400
2010-02-01,5.781522959061045,5.89061973022452,5.749365050498798,5.852450847625732,749876400
2010-02-02,5.887916242425218,5.90023834012935,5.811879012379328,5.886413097381592,698342400
2010-02-03,5.865674772409622,6.016847564016379,5.843134020335327,5.98769474029541,615328000
2010-02-04,5.9125601367974125,5.961849330982893,5.757480989056238,5.771907329559326,757652000
2010-02-05,5.7893386596958125,5.8906211897059055,5.735841780049266,5.874391555786133,850306800
2010-02-08,5.881304195345732,5.947122767994307,5.830512257998319,5.834118843078613,478270800
2010-02-09,5.903244485293576,5.935702954164021,5.853054037941428,5.896332263946533,632886800
2010-02-10,5.8873134298559675,5.908652789447505,5.838325595387867,5.864171981811523,370361600
2010-02-11,5.856961484226277,6.003325552010251,5.832316881818939,5.970866680145264,550345600
2010-02-12,5.954034447101114,6.060126142239282,5.875593235065994,6.0222578048706055,655468800
2010-02-16,6.0691420628050246,6.12173688543305,6.0565194177289605,6.113021373748779,543737600
2010-02-17,6.1367641640446,6.140370748857202,6.036683441828206,6.087475776672363,436396800
2010-02-18,6.059824617340831,6.127747825701358,6.038486460699521,6.09889554977417,422825200
2010-02-19,6.06673930868488,6.107011641886803,6.044198149915035,6.061028480529785,415469600
2010-02-22,6.081163986445865,6.085972364718372,5.9864931456019566,6.023459434509277,390563600
2010-02-23,6.0108370436022485,6.050809222678073,5.881904846891004,5.922477722167969,575094800
2010-02-24,5.957641362384314,6.054115503534688,5.945919961288152,6.030673503875732,460566400
2010-02-25,5.93209636317556,6.096793086715012,5.917369873796067,6.07094669342041,665126000
2010-02-26,6.082366451119776,6.16621754725171,6.070945999720931,6.149687767028809,507460800
2010-03-01,6.183649214561482,6.29635259423419,6.174633152846355,6.281025409698486,550093600
2010-03-02,6.3092744240106535,6.33632340583361,6.243455863559168,6.276816368103027,566546400
2010-03-03,6.279521048739402,6.30747127603786,6.249466980485868,6.291241645812988,372052800
2010-03-04,6.28974102631952,6.33902941969913,6.270204954936821,6.3327178955078125,366041200
2010-03-05,6.459846054481015,6.602904024724173,6.4505290448346715,6.5803632736206055,899620400
2010-03-08,6.61222166172306,6.614625650416566,6.559326286398969,6.584271430969238,429889600
2010-03-09,6.561129162672573,6.762191445138996,6.54850651744897,6.70268440246582,920259200
2010-03-10,6.727029125976559,6.7766184669575535,6.708094955599568,6.757383346557617,596218000
2010-03-11,6.729433572354464,6.777218818664551,6.711701195587345,6.777218818664551,405700400
2010-03-12,6.833421377530077,6.844241134658199,6.7847340755206,6.8102803230285645,416323600
2010-03-15,6.773613036036831,6.777218818608577,6.619434732925409,6.727329730987549,493502800
2010-03-16,6.737546844853807,6.761589938943758,6.687356414452742,6.74566125869751,446908000
2010-03-17,6.759186476207465,6.8057703285033595,6.7101986351862095,6.735744476318359,450956800
2010-03-18,6.735144541650995,6.76219393695476,6.690364370048647,6.751675128936768,342109600
2010-03-19,6.755880794999445,6.769405087345478,6.648887447418922,6.6795430183410645,559445600
2010-03-22,6.626047537989079,6.792247398489312,6.616429977228098,6.754679203033447,456419600
2010-03-23,6.781425835510742,6.875796531431078,6.735142133738347,6.863173484802246,602431200
2010-03-24,6.841534735424527,6.918473604559785,6.837627200702303,6.893528461456299,597780400
2010-03-25,6.940112429479772,6.941615574408979,6.799758980265102,6.81178092956543,542284400
2010-03-26,6.880905979959628,6.971068187453244,6.868884031280497,6.939511775970459,640875200
2010-03-29,7.002625904654202,7.0287724411101795,6.961150981264242,6.984292030334473,540744400
2010-03-30,7.110818087236344,7.137266368222319,7.040190358857544,7.088277339935303,527310000
2010-03-31,7.077459984846849,7.111120638421,7.04650386844326,7.062732696533203,430659600
2010-04-01,7.135165218695701,7.174836052301196,6.995112698364829,7.0918869972229,603145200
2010-04-05,7.062133240347657,7.16822414056218,7.055821315311254,7.167623043060303,684507600
2010-04-06,7.158907871019614,7.220218214060196,7.122842821725138,7.199180603027344,447017200
2010-04-07,7.199482298211756,7.2707111670839195,7.172733853622615,7.231039524078369,628502000
2010-04-08,7.226228562146772,7.259288120919439,7.1540984698185275,7.2115020751953125,572989200
2010-04-09,7.255980500804848,7.2698057390229325,7.226827682350669,7.266799449920654,334182800
2010-04-12,7.279124970369145,7.305272314563518,7.2674039684981535,7.281830310821533,333026400
2010-04-13,7.268904036750844,7.29715480930843,7.2463624851458945,7.286034107208252,306210800
2010-04-14,7.371690126614294,7.387618806760978,7.3353249369988855,7.384012222290039,404076400
2010-04-15,7.386717934700336,7.4843942733300315,7.378603519616243,7.481088638305664,376784800
2010-04-16,7.470570646542218,7.547810489158443,7.34975323154238,7.435407638549805,750545600
2010-04-19,7.424285323425841,7.4501317109137055,7.266199906220293,7.425487518310547,566924400
2010-04-20,7.469665585491037,7.4910041394541516,7.301963442971345,7.350951671600342,738326400
2010-04-21,7.778024457639563,7.821603630557924,7.6857579862158385,7.790647506713867,982391200
2010-04-22,7.761191747982875,8.016952655515587,7.69988061983163,8.008537292480469,793424800
2010-04-23,8.054220766769573,8.180147881017373,8.024467645060442,8.139575004577637,796955600
2010-04-26,8.171131690283849,8.188562713683732,8.06023121783527,8.099602699279785,479068800
2010-04-27,8.032581529587151,8.049712405513072,7.8297163582468485,7.8753981590271,709343600
2010-04-28,7.911764804151836,7.934304756407126,7.706194276127292,7.862175464630127,758402400
2010-04-29,7.904851981454616,8.114630197244031,7.874497760999738,8.07375717163086,558840800
2010-04-30,8.093891189699589,8.131759523068997,7.84414204349323,7.846846580505371,542463600
2010-05-03,7.929498564660247,8.050917878354548,7.90064587841194,8.004934310913086,454342000
2010-05-04,7.90094303369395,7.912964176769099,7.716410181272984,7.7744140625,723819600
2010-05-05,7.6046110706627035,7.758187866430827,7.475377519197532,7.693571090698242,883103200
2010-05-06,7.628654433801911,7.761493772275211,5.988296660436597,7.400844097137451,1285860800
2010-05-07,7.324506986653353,7.410461530103634,6.768503781845047,7.08858060836792,1676018400
2010-05-10,7.521059465850873,7.653297690605477,7.469365889291675,7.6334614753723145,984306400
2010-05-11,7.56884544579482,7.810781943446653,7.528573523293886,7.709499835968018,848906800
2010-05-12,7.79124596926319,7.908157413763119,7.775017943622853,7.876901149749756,654379600
2010-05-13,7.910863721782331,7.964360602813699,7.705894266245959,7.764801025390625,599712400
2010-05-14,7.668628244045033,7.7082998873436654,7.498521617765731,7.628355503082275,759362800
2010-05-17,7.654801476889356,7.699281888000123,7.4447223209765845,7.640375137329102,762834800
2010-05-18,7.723323412963844,7.770508351872897,7.521358712888782,7.584473133087158,782678400
2010-05-19,7.498519276576824,7.601304537449724,7.358767724702273,7.463656425476074,1025726800
2010-05-20,7.269505830807773,7.328713529974172,7.0990991130378145,7.145683765411377,1282915200
2010-05-21,6.997215366519199,7.3482490774826985,6.9530359048541115,7.282731056213379,1223891200
2010-05-24,7.431796742400884,7.5405929440845565,7.4011415832023175,7.416168212890625,754238800
2010-05-25,7.19346979147439,7.416171210547596,7.127651618073318,7.3698883056640625,1048006400
2010-05-26,7.515952315495056,7.577563612967238,7.325708544918008,7.336528301239014,850654000
2010-05-27,7.531579346309485,7.630457881561615,7.486798785075364,7.614228248596191,666282400
2010-05-28,7.795758206509578,7.796058354067636,7.614229926436517,7.7203216552734375,815614800
2010-06-01,7.804771374282321,7.992609915842775,7.782831718347315,7.839033126831055,876472800
2010-06-02,7.950532892439954,7.958347158401793,7.824004702462592,7.932801723480225,688548000
2010-06-03,7.9697685278784975,7.980889232550517,7.826410389971874,7.907857894897461,650106800
2010-06-04,7.7602942154608145,7.871193933969558,7.65270093562037,7.6926727294921875,758304400
2010-06-07,7.762696239136055,7.788542630223173,7.530076311751758,7.541798114776611,886942000
2010-06-08,7.610923791767401,7.627754524855631,7.382812465128749,7.493412017822266,1000770400
2010-06-09,7.557725982419684,7.570649979102067,7.287839642609162,7.309177398681641,854630000
