Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2021-01-04,267.4726257324219,273.4995590417658,263.75304144179614,273.28075818048956,15106100
2021-01-05,269.4915466308594,270.9137370435657,266.74659590899427,266.8261764131156,9871600
2021-01-06,261.87335205078125,266.2891293977313,258.59136931908085,260.57050196902185,24354100
2021-01-07,267.2737121582031,270.1280482329259,263.3353268981961,264.44921118578833,15789800
2021-01-08,266.1101379394531,267.48261347733126,261.7440753327561,266.8460907665754,18528300
2021-01-11,255.43862915039062,262.03245948317897,254.5037555385917,259.058783196262,30412300
2021-01-12,249.7200164794922,258.30293492700355,248.93433350004645,255.22979801325235,26383500
2021-01-13,250.26699829101562,252.56439201399706,247.84030901937908,250.1774929921931,19528900
2021-01-14,244.2997589111328,253.63852536922892,243.27537992527456,252.01741398311708,29739400
2021-01-15,249.98854064941406,252.47490025359124,245.8114595495033,246.54741227999753,24942900
2021-01-19,259.6754455566406,260.76945003143254,251.3411619455999,255.49834859873488,28028500
2021-01-20,266.0205993652344,268.8451002511692,262.16176437917414,267.4626697340615,25199900
2021-01-21,271.38116455078125,272.10719245839164,266.0305139973574,267.79087596556116,20838700
2021-01-22,273.0022888183594,276.95062914573145,270.5159291752049,270.52588432611986,21954000
2021-01-25,276.4931945800781,278.5717879537887,270.0286584064143,276.6224901597234,19087000
2021-01-26,280.5110778808594,283.83288101479985,276.29422171236394,276.6224381761034,19373600
2021-01-27,270.6551818847656,281.9034705654726,266.65709612432954,280.9884768555562,35346200
2021-01-28,263.55413818359375,285.22525864800895,263.25578714872023,275.66767581660514,37758800
2021-01-29,256.9205017089844,265.1056085939196,253.4595085047804,263.8524736193934,30389500
2021-02-01,260.5804138183594,262.7286319289007,253.5191472269724,258.1039792785467,22914300
2021-02-02,265.6227722167969,267.3831343495143,261.8335623750513,262.5595903505122,17320800
2021-02-03,265.19512939453125,267.7312345934927,262.4004634158818,264.1707503740769,14223400
2021-02-04,265.03594970703125,266.6968510956868,262.5595455240884,265.5531318728974,16060000
2021-02-05,266.6372375488281,267.70140685353357,264.2205030483297,265.34431221053745,12454400
2021-02-08,265.1255187988281,268.3876218141453,263.5541526769623,267.2836925733344,13755200
2021-02-09,267.9798889160156,271.89839464525505,264.3000640308481,264.98630180862835,14613400
2021-02-10,270.3865966796875,272.3060587777255,266.25924630610837,270.96344903469384,14687200
2021-02-11,268.9147033691406,272.08727005865944,267.02504593350614,270.4065190176518,12828600
2021-02-12,269.0240783691406,269.7003608197869,266.87586027497076,269.04395831731284,9097600
2021-02-16,272.4751892089844,275.0908444809921,268.5765638278674,269.3224717411287,15417200
2021-02-17,272.0773620605469,272.475173521168,268.1091115517414,269.7600579468347,12763200
2021-02-18,267.9201965332031,270.4662264961847,264.5785132373703,268.09920715144295,15249100
2021-02-19,260.13287353515625,268.79534152271066,258.7305631369944,268.38757492315426,25622600
2021-02-22,258.9095764160156,261.6346470911234,256.1248658915278,256.5425876457352,17434900
2021-02-23,264.409423828125,266.000700121143,253.56891668102358,258.0841392609938,21924600
2021-02-24,262.8678894042969,264.92660251161396,256.9802066557194,260.8986816036801,15736100
2021-02-25,253.30038452148438,265.48354711382854,252.6539218908551,260.86884891850013,19053100
2021-02-26,256.2143859863281,264.101111562024,255.07066661026906,255.07066661026906,26619500
2021-03-01,263.4646301269531,265.1951268133253,256.4928676243848,259.39694918819407,22157300
2021-03-02,257.58685302734375,265.2547774898198,257.23875661520105,264.32985900837974,15191700
2021-03-03,254.01644897460938,259.565990316334,253.70814280846187,258.8698278303205,15513500
2021-03-04,256.2342834472656,265.0359719422878,252.11685747851192,255.07065382751,31626500
2021-03-05,262.83807373046875,264.0017035057258,254.21537951033093,259.2477846416895,26820100
2021-03-08,253.9169921875,264.130946772462,253.65841624534207,264.1011116705028,18391800
2021-03-09,264.2900695800781,267.0648553841119,258.39243190985275,259.75495211061934,22039700
2021-03-10,263.45465087890625,267.50245149567655,261.4357281457738,267.17426539075376,14210300
2021-03-11,272.3856506347656,276.3837056351741,266.3587178597756,266.6471136982437,21834000
2021-03-12,266.9355773925781,268.26826257995833,262.57947024293793,267.6715605192442,20600200
2021-03-15,272.25640869140625,274.4543423418109,267.0350529082834,267.6118750498515,16844800
2021-03-16,277.7562561035156,280.6006678182153,273.3006879127965,274.5737030599912,22437700
2021-03-17,282.4604187011719,284.66830734155604,273.9073352135994,274.20568623889295,21315000
2021-03-18,277.0998229980469,283.6339838570734,276.7616817063214,278.3430029019223,18728300
2021-03-19,288.5271301269531,291.2024557746136,279.6657702610233,279.6856502135931,38930500
2021-03-22,291.93841552734375,298.07473419664757,285.18545416494646,288.8652786171803,28273100
2021-03-23,289.0442810058594,296.3740642487256,288.2287477729989,291.5505205556717,23000900
2021-03-24,280.6006774902344,290.1283962928107,279.626013378679,289.41232335088915,18675000
2021-03-25,277.2191162109375,286.48827128024396,276.23452760705567,279.446914858087,24505600
2021-03-26,281.4757995605469,282.9477354375389,276.25444416143586,276.7815512067319,17629200
2021-03-29,289.2332763671875,291.5803855007418,283.1466723010445,284.2108112516929,21718800
2021-03-30,286.4286193847656,290.87423146217606,285.1357245626924,288.2486212159694,17474500
2021-03-31,292.9230041503906,294.88225678387437,287.03529109891963,288.40776649256725,19498200
2021-04-01,297.0304870605469,300.75007156231,294.98172903915173,296.7718959322501,17616000
2021-04-05,307.2245788574219,309.0744160577082,299.03947112607017,299.24834721080424,28237000
2021-04-06,304.5889892578125,309.65121348052617,303.5844903227812,307.15489886823303,17335200
2021-04-07,311.3817443847656,312.5354189448768,303.83315986526605,304.6685730947802,22855200
2021-04-08,311.3121032714844,314.1565144492418,308.35830683934796,313.13213550347433,20894100
2021-04-09,310.7551574707031,313.02271619524237,308.63677425085683,309.7009434361146,15988600
2021-04-12,309.8401794433594,310.44683658402226,306.2498605950288,309.352832349722,10881900
2021-04-13,308.0699157714844,312.71441860086725,307.6323140450193,310.50653001772804,14036900
2021-04-14,301.16778564453125,306.34935077167574,300.3025373233251,305.6233228113989,17421400
2021-04-15,306.1405029296875,308.447852004268,302.4407985001259,304.66856706809574,14558300
2021-04-16,304.50946044921875,307.26436662556034,302.9480191577055,306.48862355574374,13059200
2021-04-19,300.5909118652344,306.0211429286097,298.9200855462274,303.3458176476799,14553500
2021-04-20,300.99871826171875,303.43536306235995,295.5883967840188,300.34231561724715,16796400
2021-04-21,299.8251647949219,300.33239192003003,295.7674388472742,300.302556815675,14863500
2021-04-22,294.90216064453125,301.26726619496264,294.42479897399977,299.6859146081091,16375400
2021-04-23,299.48699951171875,300.93902505917043,295.5287039948607,297.12993540321145,17536800
2021-04-26,301.3865661621094,304.13148645247503,299.9146303896897,301.6849171661485,16172600
2021-04-27,301.9136657714844,303.67399735431496,299.46706619404387,302.6197833644524,15309300
2021-04-28,305.4244079589844,309.2235725705449,303.7038362534804,305.68296870902736,33907200
2021-04-29,327.7121276855469,329.99956621835713,319.855207614009,328.3187848173279,56526800
2021-04-30,323.30633544921875,328.0204944333694,322.7295133099473,324.36057996421977,26332400
2021-05-03,320.8199768066406,326.75740545345013,320.0840239896293,324.3904163269135,18719500
2021-05-04,316.62298583984375,320.43210602643006,311.41158544369375,318.2739323789376,24032600
2021-05-05,313.30120849609375,319.3082621512465,312.7741014430618,316.45392601401267,15577600
2021-05-06,318.27392578125,318.4927266518008,311.56075450202826,312.8039343685508,19012200
2021-05-07,317.33905029296875,321.17800548156515,317.0108641645401,320.6210633326088,15916700
2021-05-10,304.30059814453125,312.8636065507254,303.16680353058536,312.6348808785256,24239200
2021-05-11,304.8575134277344,305.16581958131775,298.05483739691135,299.1090514093709,18920100
2021-05-12,300.89923095703125,303.2960852878553,296.56303432109945,299.4869956806229,24645500
2021-05-13,303.5944519042969,307.17478532471665,301.1180171888556,304.4099547583308,18079200
